merchant_id,merchant_name,merchant_category,location_zip,years_in_business,avg_transaction_value,chargeback_rate,risk_tier
Merch_05066,"Navarro, Dorsey And Anderson",Unknown,9331,5,1043.53,Unknown,High
Merch_05067,Burton-Nash,Manufacturing,Unknown,10,16.75,0.023,High
Merch_05068,Kelley-Chung,Retail,52339,Unknown,Unknown,0.022,Low
Merch_05069,Perez-Patterson,Unknown,57511,14,64.44,0.0408,Medium
Merch_05070,French Group,Unknown,76397,12,59.55,0.0007,Medium
Merch_05071,"Hernandez, Salinas And Taylor",Unknown,05325,Unknown,Unknown,2.65%,Low
Merch_05072,"Bennett, Cooper And Mack",Digital,59714,4,116.17,0.0033,Low
Merch_05073,Goodman And Sons,Retail,Abc12,3,46.12,0.0114,Low
Merch_05074,"Jones, Clark And Ramirez",Services,93873,2,118.69,0.0372,Low
Merch_05075,Lee-Gill,Unknown,61186,0,14.19,0.0215,Unknown
Merch_05076,Williams Llc,Services,33638,4,47.53,0.0087,Low
Merch_05077,Rivera Group,Manufacturing,85904,Unknown,27.43,0.0115,Low
Merch_05078,"Williamson, Whitaker And Simpson",Services,92298,Unknown,41.59,0.0097,Low
Merch_05079,Woods-Jones,Wholesale,Abc12,14,Unknown,0.0195,Unknown
Merch_05080,Johnston-Moore,Wholesale,28970,14,7.41,0.017,Unknown
Merch_05081,Nguyen And Sons,Wholesale,Unknown,11,$117.95,0.0068,Low
Merch_05082,Harris Ltd,Digital,41537,0,15.78,0.0134,Low
Merch_05083,Nguyen Inc,Retail,49823,Unknown,$15.57,0.3617,Medium
Merch_05084,Thompson-Burke,Services,74468,1,36.73,0.0317,Low
Merch_05085,Mckinney Llc,Wholesale,3465,0,345.73,0.0386,Low
Merch_05086,Robertson-Ramirez,Digital,87688,8,Unknown,0.015,Low
Merch_05087,Supply-Partners,Digital,98078,3,54.29,Unknown,Low
Merch_05088,"Bauer, Mullins And Johnson",Services,49814,0,$4.63,0.0007,Medium
Merch_05089,"Dennis, Hunter And Garza",Wholesale,99590,0,27.65,Unknown,Low
Merch_05090,Comp&Ny Inc,Digital,23460,10,22.28,0.0216,Low
Merch_05091,"Brewer, Beasley And Jones",Wholesale,87566,Unknown,7.49,0.4237,Low
Merch_05092,"Schroeder, Sandoval And Henry",Other,38580,Unknown,127.1,0.0028,Low
Merch_05093,"Ball, Ferrell And King",Unknown,00996,0,24.07,0.0051,Low
Merch_05094,Supply-Partners,Services,9281,12,$40.54,0.0219,Low
Merch_05095,"Harvey, Mcdonald And Hernandez",Wholesale,03346,2,112.78,0.0078,Low
Merch_05096,Wilkerson Plc,Unknown,62394,0,91.29,0.003,Low
Merch_05097,Parker Plc,Unknown,1281,3,$36.13,0.0349,Medium
Merch_05098,Baker Group,Retail,12115,2,13.5,0.0115,Low
Merch_05099,Dunlap Group,Unknown,25265,1,82.05,0.0037,Unknown
Merch_05100,"Burns, Wood And Williams",Services,92626,2,282.09,0.0359,Low
Merch_05101,Jacobs Llc,Unknown,6410,5 Years,14.79,0.007,Low
Merch_05102,Roberts Inc,Unknown,85804,Unknown,108.29,0.0322,Medium
Merch_05103,Austin Group,Unknown,1843,9,475.41,0.0258,Medium
Merch_05104,"Sanchez, Hernandez And Aguilar",Manufacturing,1919,6,223.2,0.0237,Low
Merch_05105,Goods-Llc,Digital,71011,4,$47.52,Unknown,Medium
Merch_05106,"Morrow, Hill And Delgado",Digital,17262,0,10.2,0.0196,Low
Merch_05107,Trade-Co,Services,7600,0,123.29,0.0229,Unknown
Merch_05108,Sims-Simon,Services,80465,7,86.03,Unknown,Medium
Merch_05109,Hodge-Farley,Unknown,83085,0,35.47,0.0227,Low
Merch_05110,Price-Lee,Services,79880,0,74.05,0.0184,Medium
Merch_05111,"Avery, Murphy And Williams",Wholesale,Abc12,1,360.17,0.9095,Medium
Merch_05112,Moore Group,Unknown,84905,1,405.53,0.7125,Low
Merch_05113,Lawrence-Doyle,Manufacturing,Abc12,Unknown,7.49,0.0198,Low
Merch_05114,Trade-Co,Retail,34669,0,111.22,0.0166,Low
Merch_05115,"Kennedy, Banks And Harrison",Wholesale,06234,9,$85.63,0.0238,Medium
Merch_05116,"Chavez, Smith And Hayes",Unknown,63864,8,40.2,1.74%,Medium
Merch_05117,"Chen, Porter And Walter",Retail,69242,13,172.75,0.0249,Low
Merch_05118,Ferrell Llc,Unknown,Abc12,7,Unknown,0.0196,Medium
Merch_05119,Hawkins-Maldonado,Digital,23639,0,$76.85,0.0214,Low
Merch_05120,Brown-Hart,Unknown,79979,0,16.27,0.0269,Low
Merch_05121,Goods-Llc,Other,29245,3,8.36,0.036,Low
Merch_05122,Erickson Llc,Unknown,45460Extra,2,29.43,0.0142,Low
Merch_05123,Curtis-Curry,Wholesale,11823,4,$144.81,Unknown,Low
Merch_05124,Doyle Group,Digital,67191,8,147.4,0.0165,Low
Merch_05125,"Thomas, West And Carpenter",Retail,67397,1,$18.3,Unknown,High
Merch_05126,"Harris, English And Barker",Retail,6768,4,Unknown,Unknown,Medium
Merch_05127,Freeman-Moreno,Wholesale,Abc12,14,474.55,0.0423,Low
Merch_05128,Lewis-Marsh,Digital,57914Extra,13,$15.39,Unknown,Low
Merch_05129,Goods-Llc,Manufacturing,43533,0,241.09,0.0219,Unknown
Merch_05130,"Ryan, Owens And Fleming",Wholesale,55436,1,561.07,Unknown,Unknown
Merch_05131,Brown-Joseph,Unknown,71248,1,39.46,0.0056,Medium
Merch_05132,"Parker, Callahan And Serrano",Digital,15181,0,9.77,0.0156,Low
Merch_05133,Burns-Myers,Digital,4007,5,69.79,0.0162,Low
Merch_05134,"Russell, Hampton And Flores",Retail,17803,1,7.22,0.0109,Low
Merch_05135,"Graham, Salazar And Flynn",Retail,15403,10,29.11,0.0072,Low
Merch_05136,Krueger Group,Manufacturing,73215,4,77.58,0.0196,Medium
Merch_05137,Robinson Inc,Wholesale,00701,1,480.06,0.0237,Medium
Merch_05138,Rodriguez-Williamson,Digital,33054,4,8.63,0.0336,Low
Merch_05139,"Beck, Pope And Smith",Unknown,4791,4,538.49,0.0407,Low
Merch_05140,Myers Ltd,Services,Unknown,2,18.68,0.0087,Medium
Merch_05141,Goods-Llc,Manufacturing,54680,1 Years,16.62,Unknown,Low
Merch_05142,Sims Plc,Digital,Abc12,11,99.05,0.0089,Medium
Merch_05143,Hardy And Sons,Digital,36377,2,$37.0,0.0119,Low
Merch_05144,Evans-Meyer,Digital,23590,0,$9.39,0.0111,High
Merch_05145,"Bradley, Crawford And Gonzalez",Unknown,43596,6,19.08,0.0019,Low
Merch_05146,Cox-Jones,Manufacturing,47137,15,51.14,Unknown,Medium
Merch_05147,Moody-Navarro,Manufacturing,03430,Unknown,12.23,3.59%,Medium
Merch_05148,Steele-Ross,Unknown,67942,Unknown,374.38,0.0093,High
Merch_05149,"Brooks, Taylor And Howell",Manufacturing,43077,2,8.37,Unknown,Medium
Merch_05150,"Wood, Bennett And Williams",Manufacturing,96990Extra,4,Unknown,0.0158,Low
Merch_05151,Moon-Bright,Unknown,20017,10,$35.83,Unknown,Low
Merch_05152,Hernandez Plc,Unknown,98652,3,6.44,0.0069,Low
Merch_05153,Jones-Lopez,Manufacturing,47329,3,6.38,6.03%,Low
Merch_05154,"Santos, Scott And Madden",Wholesale,65777,-1,$46.8,0.04,Low
Merch_05155,Harvey And Sons,Manufacturing,Unknown,7,421.78,0.0189,Low
Merch_05156,Biz-Corp,Unknown,19675,4,103.83,0.0043,Low
Merch_05157,"Ramsey, Stone And Ramsey",Manufacturing,85546,0,99.42,0.0062,Low
Merch_05158,Odonnell Ltd,Unknown,59521,11,$169.1,0.023,Medium
Merch_05159,Supply-Partners,Digital,10123,4,272.07,0.0132,Low
Merch_05160,Trade-Co,Unknown,Abc12,Unknown,62.98,0.0078,Low
Merch_05161,Cline-Stewart,Wholesale,23063,6,$15.44,0.0291,Medium
Merch_05162,Andrews-Foster,Wholesale,Abc12,2,$608.17,0.0146,Low
Merch_05163,Richards-Davis,Digital,51997,0,15.82,0.011,Low
Merch_05164,Anderson Ltd,Other,97364,8,49.5,0.0188,Medium
Merch_05165,Hoffman Llc,Digital,60197,2,69.99,0.0174,Low
Merch_05166,Mejia-Strickland,Unknown,90006,2,15.87,0.0372,Low
Merch_05167,Banks Llc,Services,67659,19,23.52,0.046,Medium
Merch_05168,Turner And Sons,Unknown,21627,2,Unknown,0.0057,Medium
Merch_05169,Gray-Chavez,Unknown,Unknown,10,33.53,0.0122,Medium
Merch_05170,Goods-Llc,Digital,50039,6,$23.47,0.0063,Medium
Merch_05171,Lamb-Kennedy,Retail,50511,0,127.48,0.0241,Low
Merch_05172,"Allen, Rios And Munoz",Manufacturing,80984,4,61.73,0.0148,Unknown
Merch_05173,Biz-Corp,Manufacturing,26672,Unknown,26.91,Unknown,Low
Merch_05174,"Richardson, Moore And Collins",Digital,69060Extra,5,$27.43,0.0355,Low
Merch_05175,Diaz-Erickson,Services,05030Extra,1,63.13,0.0161,Medium
Merch_05176,Patel-Clark,Other,9022,9,25.22,0.0182,Low
Merch_05177,"Tanner, Clark And Lopez",Services,94196,1,$161.35,1.79%,Medium
Merch_05178,Schultz Inc,Retail,57931Extra,0,$98.55,0.0258,Medium
Merch_05179,Stone-Mcmahon,Wholesale,28549,Unknown,Unknown,Unknown,Low
Merch_05180,Duarte Inc,Manufacturing,80484,12,$39.5,0.0164,High
Merch_05181,Supply-Partners,Wholesale,8614,1,66.21,Unknown,Medium
Merch_05182,"Bauer, Aguilar And Taylor",Digital,48867Extra,0,Unknown,Unknown,Unknown
Merch_05183,Rice Llc,Manufacturing,7847,6,246.17,0.0385,Low
Merch_05184,"Barber, Reid And Roberts",Wholesale,18258Extra,0,171.97,0.0081,Low
Merch_05185,Jones-Werner,Unknown,50557,0,$50.33,0.0158,Low
Merch_05186,"Coleman, Benson And Jones",Unknown,19024,2,30.69,0.0224,Medium
Merch_05187,Goods-Llc,Unknown,66004,1,32.57,0.0136,Low
Merch_05188,Supply-Partners,Services,02130,1,105.98,0.0103,Low
Merch_05189,"Mills, Perry And Valdez",Retail,66296,5,$187.75,0.0121,Low
Merch_05190,"Carter, Wilson And Harmon",Unknown,74523,1,$32.48,0.0182,Low
Merch_05191,"Sandoval, Reyes And Wong",Unknown,60034,Unknown,31.86,0.0059,Low
Merch_05192,Keller-Hurst,Digital,8205,2,Unknown,0.0064,Low
Merch_05193,Anderson-Fowler,Unknown,31188,Unknown,$464.65,0.0183,Low
Merch_05194,Howell Llc,Manufacturing,38696,Unknown,64.85,0.0201,High
Merch_05195,"Gill, Jackson And Williams",Digital,Unknown,2,26.16,0.0298,Low
Merch_05196,Rojas-James,Unknown,20275,2 Years,621.15,0.0145,Low
Merch_05197,Williams-Adams,Digital,Unknown,16,Unknown,Unknown,Low
Merch_05198,"Taylor, Hicks And Perkins",Digital,Unknown,Unknown,35.9,0.0073,Unknown
Merch_05199,Goods-Llc,Services,05398,4,33.99,0.0186,Medium
Merch_05200,Trade-Co,Services,29973,0,156.36,0.0158,Low
Merch_05201,"Lester, Hudson And Ortiz",Other,Unknown,1 Years,Unknown,0.0154,Low
Merch_05202,Bullock-Brennan,Services,39072,3,40.98,Unknown,Medium
Merch_05203,Gardner Ltd,Digital,Unknown,3,135.79,1.39%,Unknown
Merch_05204,Murphy Llc,Unknown,44675,14,$158.02,0.0055,Low
Merch_05205,"Aguilar, Evans And Mclean",Manufacturing,63128,2,14.55,0.0103,Unknown
Merch_05206,Woodard-Cohen,Services,80358,0,7.57,0.0161,Low
Merch_05207,"Reynolds, Gonzales And Rowe",Retail,9395,7,326.68,0.0303,Low
Merch_05208,Simpson-Lynch,Wholesale,50381Extra,5,42.16,0.0095,Low
Merch_05209,Supply-Partners,Unknown,01795,3,30.2,0.0257,Low
Merch_05210,"Shannon, Cantu And Kelly",Unknown,77957,4,85.33,0.0106,Low
Merch_05211,"Stevens, Ramos And Riley",Wholesale,74427,0,264.38,0.0183,Medium
Merch_05212,Trade-Co,Unknown,8729,13,123.5,0.0089,Unknown
Merch_05213,Mckee-Flowers,Services,17168,1,80.82,0.0435,Low
Merch_05214,"Price, Jones And Lee",Digital,53044,7,10.27,0.0141,Low
Merch_05215,Woods Group,Unknown,51633,0,261.92,0.0122,Low
Merch_05216,"Little, Sanders And Richards",Manufacturing,Abc12,4,$103.77,0.014,Low
Merch_05217,Odonnell Ltd,Wholesale,05299,4,21.86,5.55%,Low
Merch_05218,Rodriguez Ltd,Digital,52999,11,465.83,0.43%,Low
Merch_05219,Morris-Glenn,Manufacturing,Unknown,3,$180.58,0.0309,Low
Merch_05220,"Chandler, Swanson And Sutton",Unknown,23032,1,307.43,0.6162,Medium
Merch_05221,"Mitchell, Thomas And Cruz",Retail,09651,0,130.42,0.021,Low
Merch_05222,Day-Hall,Manufacturing,01789,-2,$15.85,0.0051,Unknown
Merch_05223,"Thomas, Brown And Grant",Unknown,85706,3,43.37,0.0025,Low
Merch_05224,"Hunt, Davenport And Little",Unknown,98991,14,4.16,0.004,Unknown
Merch_05225,Andrews-Owen,Other,55042,3,Unknown,Unknown,Low
Merch_05226,Supply-Partners,Unknown,28751,0,73.55,0.0176,Medium
Merch_05227,Hansen-Herrera,Unknown,58858Extra,1,79.49,0.0207,Low
Merch_05228,Gutierrez-Hunter,Unknown,4727,3,76.77,0.0232,Unknown
Merch_05229,Stephens-Bates,Digital,4526,17,320.03,0.0106,Unknown
Merch_05230,Trade-Co,Manufacturing,Abc12,0,$54.84,0.0169,Low
Merch_05231,Parker-Rivera,Retail,24362,0,64.85,0.003,Medium
Merch_05232,Franklin-Carter,Digital,39039,6 Years,16.07,0.042,Low
Merch_05233,"Zuniga, Harmon And Shea",Wholesale,24204,8,4.24,1.21%,Low
Merch_05234,Johnson Plc,Retail,60078,3,56.34,0.0134,Low
Merch_05235,Holmes-Ramsey,Retail,81335,17,Unknown,0.0228,Low
Merch_05236,Comp&Ny Inc,Retail,98220,5,39.28,0.9833,Low
Merch_05237,"Roberson, Thompson And Smith",Wholesale,Abc12,2 Years,325.45,5.27%,Medium
Merch_05238,"Castaneda, Salinas And Davis",Manufacturing,3783,0 Years,Unknown,0.0187,Low
Merch_05239,"Long, Conway And Bennett",Manufacturing,33879Extra,7,Unknown,0.0604,Low
Merch_05240,"Moore, Boyd And Nguyen",Unknown,43705,8,$82.58,0.0273,Low
Merch_05241,Vega Ltd,Manufacturing,54250,4,19.61,0.0012,Low
Merch_05242,Walls And Sons,Retail,99457,12,Unknown,0.0157,Low
Merch_05243,Torres Llc,Digital,21259,1,$86.27,0.0187,Medium
Merch_05244,Williams-Lane,Unknown,69180,3,51.18,0.0162,Low
Merch_05245,Martin And Sons,Unknown,Abc12,10,Unknown,0.0184,Unknown
Merch_05246,Greene And Sons,Retail,25629,1,10.94,0.0079,Low
Merch_05247,Cooke Ltd,Unknown,03386,Unknown,25.13,0.0044,Low
Merch_05248,Keith And Sons,Unknown,Abc12,1,46.81,0.0177,Low
Merch_05249,"Schwartz, Myers And Moore",Manufacturing,59338,0,36.3,0.0522,Medium
Merch_05250,Nixon Group,Unknown,78246,0,199.68,0.0067,Low
Merch_05251,Hines-Leon,Manufacturing,37656,1 Years,$95.69,0.0086,High
Merch_05252,Goods-Llc,Wholesale,47704,7,Unknown,0.0151,Low
Merch_05253,Wiggins-Watson,Unknown,87817,0,168.33,0.0063,Low
Merch_05254,Johnson-Eaton,Manufacturing,37634,0,$140.27,2.35%,Low
Merch_05255,Riley-Ali,Unknown,50865,5,249.33,0.0196,Low
Merch_05256,Keller Group,Manufacturing,35485Extra,0,Unknown,0.0159,Medium
Merch_05257,Anderson-Contreras,Manufacturing,09477,0,134.1,0.0193,Low
Merch_05258,Davis Ltd,Services,00713,19,$34.11,0.0313,Low
Merch_05259,"Obrien, Lewis And Spence",Unknown,74603,8,20.48,1.02%,Medium
Merch_05260,Smith Inc,Manufacturing,59840,Unknown,201.37,0.0176,Low
Merch_05261,Gray-Hernandez,Digital,Abc12,11,3.67,1.55%,Medium
Merch_05262,Black-Smith,Retail,88061,4,17.43,0.008,Low
Merch_05263,Alvarez-Gillespie,Services,71934,2,659.66,0.0046,Unknown
Merch_05264,Rodriguez And Sons,Services,Abc12,1 Years,9.7,0.0206,Low
Merch_05265,Blackburn Llc,Manufacturing,31915,3,54.1,0.0178,Medium
Merch_05266,"Martinez, Adams And Washington",Unknown,08624,Unknown,93.41,0.0191,High
Merch_05267,Johnson-Valencia,Unknown,17068,7,7.8,0.0225,Low
Merch_05268,Cox Llc,Manufacturing,09595,5,191.89,0.0419,Medium
Merch_05269,Martin-Lopez,Other,1507,6,60.16,0.0096,Low
Merch_05270,Campbell-Hernandez,Retail,71658,3,34.7,0.02,Low
Merch_05271,Supply-Partners,Manufacturing,38498,5,31.02,0.0202,Low
Merch_05272,Pugh And Sons,Retail,15406Extra,17,371.88,0.0048,Low
Merch_05273,"Sanchez, Hall And Spencer",Wholesale,Unknown,Unknown,57.57,0.0284,Medium
Merch_05274,Gay-Davis,Manufacturing,40860,Unknown,193.59,0.0099,High
Merch_05275,House-Harris,Digital,73637,1,27.69,0.0077,Unknown
Merch_05276,Weaver-Rodriguez,Digital,Unknown,-2,19.22,0.0388,Medium
Merch_05277,"Henderson, Holmes And Miller",Unknown,78844,-1,124.82,0.0067,Low
Merch_05278,Glover-Cooper,Unknown,Abc12,Unknown,86.56,0.0317,Low
Merch_05279,Holmes Ltd,Services,94331,23,81.29,0.0106,Unknown
Merch_05280,Olsen-Costa,Retail,54109,0,$159.99,0.0274,Low
Merch_05281,"Owens, Taylor And Duncan",Unknown,11836,21,87.93,0.0042,Unknown
Merch_05282,Hensley-Oneill,Unknown,7899,1,95.13,0.0108,Low
Merch_05283,Biz-Corp,Manufacturing,77838,14,105.08,0.0125,Low
Merch_05284,"Lloyd, Williams And Byrd",Unknown,Abc12,2,45.35,0.0111,Low
Merch_05285,Stuart And Sons,Services,Unknown,7,18.91,0.03,Low
Merch_05286,Ponce-Smith,Digital,17762,4,$53.1,0.013,Low
Merch_05287,Simpson Plc,Digital,15592,1,110.83,0.0057,Medium
Merch_05288,Ferguson Inc,Unknown,52536,2,62.54,0.0058,Medium
Merch_05289,Zavala-Lane,Manufacturing,Abc12,0,43.55,0.0066,Low
Merch_05290,Trade-Co,Unknown,Unknown,Unknown,11.76,0.0275,Low
Merch_05291,Hahn Plc,Unknown,Unknown,6,126.36,0.0207,Low
Merch_05292,"Reed, Silva And Aguilar",Unknown,70492,Unknown,16.89,0.0161,Medium
Merch_05293,Supply-Partners,Unknown,Abc12,5,$534.9,0.0402,Medium
Merch_05294,Wright Group,Retail,Abc12,4,157.23,0.0053,Low
Merch_05295,Brooks And Sons,Wholesale,5920,4,27.24,0.0178,Medium
Merch_05296,Espinoza Llc,Unknown,71826,Unknown,48.69,0.0162,Unknown
Merch_05297,Taylor-Solis,Retail,42805,0 Years,$131.97,0.0154,Low
Merch_05298,Miller Llc,Unknown,33513,3,8.79,0.0149,Medium
Merch_05299,Trade-Co,Unknown,09135,7,$223.27,0.0076,Low
Merch_05300,Love Inc,Unknown,12625,0,83.07,0.0101,Low
Merch_05301,"Vega, Dean And Anderson",Unknown,54386,3,-7.56,0.0067,Low
Merch_05302,Chambers-Sanders,Services,75883,3,202.03,0.0309,Low
Merch_05303,Nicholson-White,Unknown,Abc12,0,24.57,0.0098,Medium
Merch_05304,Moore-Schneider,Unknown,45147,6 Years,98.35,0.0456,Unknown
Merch_05305,"Johnson, Mcdonald And Lee",Digital,24962,17,105.92,0.0196,Low
Merch_05306,Price Llc,Other,Abc12,0,$169.44,0.0758,Medium
Merch_05307,Rodriguez-Olsen,Services,32564,0,80.73,0.0278,Low
Merch_05308,Supply-Partners,Unknown,78651,1,83.07,Unknown,Low
Merch_05309,Moore-Jackson,Wholesale,76975,Unknown,269.03,0.0352,Low
Merch_05310,"Lam, Knox And Cochran",Unknown,Abc12,5,247.39,0.0075,Medium
Merch_05311,Rodriguez-Garrison,Unknown,53047,3,145.07,0.0033,Medium
Merch_05312,Anthony Ltd,Services,33461,12,353.95,Unknown,Medium
Merch_05313,"Yoder, Jackson And Fox",Services,05821,2,$9.21,Unknown,Low
Merch_05314,Edwards-Mcbride,Wholesale,Abc12,4,22.43,0.0032,Unknown
Merch_05315,Evans-Whitehead,Unknown,07803,Unknown,111.35,0.0346,Medium
Merch_05316,Trade-Co,Retail,49515,0,141.03,0.0195,Low
Merch_05317,Stanley-Moran,Retail,46271,0,204.6,0.0424,Low
Merch_05318,Comp&Ny Inc,Retail,45044,7,452.64,0.0069,Medium
Merch_05319,Crawford-Gomez,Wholesale,66487,1,Unknown,0.0181,Low
Merch_05320,Comp&Ny Inc,Unknown,4593,7,$42.24,0.0066,High
Merch_05321,Comp&Ny Inc,Unknown,1756,11,61.67,0.022,Medium
Merch_05322,Alvarado-Ali,Services,Unknown,10,23.33,0.0117,Unknown
Merch_05323,Woods Ltd,Services,Abc12,8,-15.83,0.0235,Low
Merch_05324,"Grimes, Lopez And Ortiz",Unknown,66745Extra,2,74.19,0.0024,Low
Merch_05325,"Thompson, Riley And Vaughan",Wholesale,1715,Unknown,69.92,0.009,Low
Merch_05326,Phillips Llc,Unknown,56655,13,$5.75,0.0518,Low
Merch_05327,"Martinez, Martin And Scott",Unknown,18249,5,62.43,0.1197,Low
Merch_05328,Palmer-Campbell,Unknown,51514,6,$173.55,0.0186,Low
Merch_05329,Oliver-Watson,Manufacturing,47228,11,224.03,Unknown,Low
Merch_05330,Hill And Sons,Wholesale,69357,2,118.49,0.0045,Medium
Merch_05331,Goods-Llc,Manufacturing,02551Extra,3,23.54,0.0056,Medium
Merch_05332,"Williams, Barrett And Moody",Services,Abc12,6,149.71,0.0155,Medium
Merch_05333,Jackson Ltd,Manufacturing,80306,Unknown,41.28,0.0097,Low
Merch_05334,Allen-Lewis,Services,82944,0,$18.64,0.0278,Low
Merch_05335,"Barrett, Miller And Perry",Unknown,66412,10,437.16,Unknown,Low
Merch_05336,Scott Ltd,Retail,92961,16,$291.89,1.03%,Low
Merch_05337,"Morales, Stanley And Stafford",Unknown,7460,0,$188.76,0.0198,Low
Merch_05338,Miller And Sons,Digital,97588,6,10.11,0.0274,Unknown
Merch_05339,"Johnson, Haynes And Murphy",Retail,1554,-7,43.5,0.0347,Low
Merch_05340,Ball-Hernandez,Retail,Abc12,10,75.76,0.0463,Unknown
Merch_05341,Thompson-Williams,Retail,66269,4,73.04,0.0215,Low
Merch_05342,Lucero Llc,Manufacturing,Abc12,Unknown,$17.36,0.0332,Low
Merch_05343,Stark Group,Unknown,06100,2,$25.79,0.0303,Low
Merch_05344,"Vasquez, Palmer And Glover",Retail,39814,8,290.5,0.0093,Low
Merch_05345,Joseph Llc,Retail,3761,1,24.68,0.6284,Medium
Merch_05346,Trade-Co,Unknown,12068,3,10.36,0.0196,Low
Merch_05347,Crosby-Vasquez,Retail,79900,2,184.32,0.0146,Low
Merch_05348,"Morales, Bell And Gross",Unknown,41245,8,17.74,0.0257,Medium
Merch_05349,Goods-Llc,Unknown,48685,2,66.32,0.0042,Low
Merch_05350,Hawkins-Zuniga,Unknown,01279Extra,15,17.77,0.55%,Low
Merch_05351,Williams Ltd,Retail,68961,1,Unknown,0.0174,Low
Merch_05352,"Irwin, Ingram And Wright",Manufacturing,61899,6,72.01,0.0241,High
Merch_05353,Larson-Coffey,Services,17624,4,13.96,0.0166,High
Merch_05354,Miller Llc,Unknown,80161,4,Unknown,0.0154,Low
Merch_05355,"Robinson, Martin And Hudson",Manufacturing,Unknown,10,60.13,0.0121,Low
Merch_05356,Brooks Group,Unknown,79563,0,$16.59,0.009,Low
Merch_05357,Buchanan Llc,Wholesale,Abc12,Unknown,13.24,0.0153,Low
Merch_05358,Daniels-Durham,Digital,9654,0,$40.28,0.0355,Medium
Merch_05359,"Lozano, Avery And Ward",Wholesale,60991,2,3.45,0.0208,High
Merch_05360,Hansen Plc,Services,22899Extra,0,91.14,0.025,Low
Merch_05361,Conley Group,Unknown,87635,7,$16.78,0.032,Medium
Merch_05362,"Hernandez, Woods And Garcia",Retail,8795,0,117.8,0.0191,Low
Merch_05363,Williams-Woods,Unknown,78644,14,63.23,0.0155,Low
Merch_05364,"Jimenez, Yates And Kerr",Unknown,65230,0,82.81,0.0098,Low
Merch_05365,Biz-Corp,Manufacturing,3208,8,Unknown,0.0073,Low
Merch_05366,"Lee, Wu And Carter",Services,7281,18,$38.86,0.0125,Unknown
Merch_05367,Supply-Partners,Unknown,16286,Unknown,16.12,0.0068,Low
Merch_05368,Wells Plc,Other,25899,1,124.8,3.17%,Low
Merch_05369,Benson Ltd,Wholesale,03449,0,Unknown,0.0062,Low
Merch_05370,Kaufman Plc,Other,Unknown,-14,22.12,0.0166,Unknown
Merch_05371,Mcdonald Llc,Digital,Unknown,1,$72.78,0.0328,Low
Merch_05372,"Montgomery, Hampton And Brown",Wholesale,7688,4,11.44,0.0132,Low
Merch_05373,Lynn Group,Retail,65096,6,78.17,0.0113,Low
Merch_05374,"Lutz, Jordan And Ballard",Unknown,32612,8,Unknown,0.0118,Unknown
Merch_05375,Graham-Powell,Retail,22054,Unknown,328.1,0.04,Medium
Merch_05376,Harrington-Wise,Unknown,9070,5,47.16,Unknown,Low
Merch_05377,Adams Group,Retail,57753,1,28.43,0.0042,Low
Merch_05378,"Foster, Flores And Ramos",Unknown,10333,2,10.02,Unknown,Low
Merch_05379,"Solomon, Carroll And Day",Services,69144,Unknown,34.8,0.0151,Low
Merch_05380,Carter Inc,Digital,6379,8,243.12,0.0272,Unknown
Merch_05381,Daniels Group,Manufacturing,Abc12,Unknown,77.22,0.0204,Medium
Merch_05382,Hill-Luna,Wholesale,70758,3,272.44,0.0242,Low
Merch_05383,Strong-Perry,Other,7635,1,6.43,0.0298,Medium
Merch_05384,"Davis, Taylor And Torres",Retail,22408,6,63.3,0.0044,Low
Merch_05385,Trade-Co,Services,01854,5,Unknown,Unknown,Low
Merch_05386,"Moody, Richardson And Nguyen",Services,84868,7,125.54,0.0167,Low
Merch_05387,Lewis-Stanley,Services,57202,13,Unknown,0.0258,Low
Merch_05388,"Davis, Berger And Sanchez",Services,61589,3,43.14,0.0447,Low
Merch_05389,Jones-Nixon,Unknown,32948,Unknown,$34.38,0.0062,Low
Merch_05390,Fitzgerald Llc,Digital,Unknown,13,9.88,0.0141,Unknown
Merch_05391,"Calderon, Scott And Lewis",Retail,97653,1,13.31,0.023,Medium
Merch_05392,Flowers-Savage,Digital,Abc12,15,139.92,0.0029,Low
Merch_05393,"Evans, Rodriguez And Henderson",Unknown,Unknown,2,72.79,0.0075,Unknown
Merch_05394,Tran-Bryant,Retail,64283,6,9.15,0.006,Low
Merch_05395,"Powell, Cobb And Hawkins",Wholesale,Abc12,4,$36.83,0.0292,Low
Merch_05396,Decker Plc,Unknown,22415,12,167.02,0.0054,Low
Merch_05397,Ruiz-Horton,Manufacturing,78216,6,$31.74,0.0267,Low
Merch_05398,Johnson-Floyd,Manufacturing,72335,Unknown,69.92,0.017,Low
Merch_05399,Thompson Inc,Manufacturing,78054,6,149.16,0.019,Low
Merch_05400,Supply-Partners,Digital,22234,2,43.21,0.0065,Low
Merch_05401,"George, Carson And Velasquez",Unknown,2036,12,114.83,0.0426,Low
Merch_05402,Peters Group,Wholesale,98823,8,63.76,0.0198,Unknown
Merch_05403,Burnett-Nichols,Unknown,Abc12,-3,10.09,0.0074,Low
Merch_05404,Pearson Group,Unknown,45264,5,37.4,0.0484,Low
Merch_05405,Supply-Partners,Unknown,2741,10,54.05,0.0096,Low
Merch_05406,Hancock-Gallagher,Digital,04770Extra,7,93.51,Unknown,Low
Merch_05407,Foster-Bush,Manufacturing,60415,1,13.05,Unknown,Low
