merchant_id,merchant_name,merchant_category,location_zip,years_in_business,avg_transaction_value,chargeback_rate,risk_tier
MERCH_02499,Green-Miller,Unknown,58324,4,187.27,0.0327,low
MERCH_02500,NEWMAN-GARCIA,Manufacturing,78441,2,15.99,0.0106,medium
MERCH_02501,"Paul, Ramirez and Brown",Wholesale,ABC12,5,20.61,Unknown,low
MERCH_02502,Goods-LLC,Digital,33114,11,11.26,0.0315,low
MERCH_02503,Walker-Wilson,Wholesale,7488,1,30.41,0.0203,low
MERCH_02504,Benjamin PLC,Services,22294,10,Unknown,0.0119,low
MERCH_02505,Silva and Sons,Unknown,4147,0,3.8,0.0168,low
MERCH_02506,Ware Ltd,Digital,6066,3,10.39,0.0089,low
MERCH_02507,Supply-Partners,Manufacturing,47807,3,104.0,0.7369,low
MERCH_02508,Powers-Thomas,Unknown,ABC12,6,261.7,0.0122,low
MERCH_02509,Jackson-Jackson,Unknown,47026,11,$331.71,0.0114,low
MERCH_02510,Johnson Ltd,Unknown,11210,2,-9.7,0.3191,medium
MERCH_02511,Thompson-Brown,Retail,46106,4,149.4,0.3728,medium
MERCH_02512,Supply-Partners,Retail,72256,Unknown,45.52,0.0505,low
MERCH_02513,Davis and Sons,Manufacturing,80314,0,72.71,0.0187,low
MERCH_02514,Li-West,Wholesale,76556,0,86.08,0.0889,low
MERCH_02515,Simpson-Norris,Services,Unknown,0,285.69,Unknown,low
MERCH_02516,"Bryan, Stephenson and Morgan",Retail,78647,1,33.21,Unknown,medium
MERCH_02517,Johnson Group,Services,09187,13,165.19,0.0056,medium
MERCH_02518,Harrison-Green,Services,43092,15,$72.52,Unknown,low
MERCH_02519,"BURNS, REYES AND WOODS",Retail,71410,9,Unknown,0.02,low
MERCH_02520,Nguyen-Carr,Unknown,90407,1,231.27,0.063,Unknown
MERCH_02521,Comp&ny Inc,Wholesale,56649,0,$42.23,0.0177,low
MERCH_02522,Comp&ny Inc,Retail,55919,1,13.69,0.0336,Unknown
MERCH_02523,"Vargas, Burke and Mendoza",Wholesale,3268,9,20.46,Unknown,low
MERCH_02524,Rojas-Jacobs,Wholesale,3040,0,313.09,0.0297,low
MERCH_02525,Garrison PLC,Wholesale,00719,0,68.03,Unknown,low
MERCH_02526,Goods-LLC,Other,89314,4,61.04,0.4924,low
MERCH_02527,Supply-Partners,Manufacturing,11040,2,186.94,0.0297,low
MERCH_02528,"Johnson, Keller and Martin",Manufacturing,56372,2,$63.57,0.014,unknown
MERCH_02529,Supply-Partners,Unknown,71860,12,53.97,0.0148,medium
MERCH_02530,Hogan-Bailey,Digital,88366,Unknown,26.67,1.03%,high
MERCH_02531,"Russo, Sanchez and House",Manufacturing,13819,-11,54.52,0.03,low
MERCH_02532,Foley LLC,Retail,38844,1,250.08,0.0069,medium
MERCH_02533,"CAMPBELL, DANIELS AND FERRELL",Unknown,ABC12,3,-8.33,0.022,low
MERCH_02534,Parker Inc,Wholesale,58559,4,$15.8,0.0083,low
MERCH_02535,Williams and Sons,Unknown,67568,13,781.94,0.0174,low
MERCH_02536,"PERRY, POWERS AND CHAMBERS",Retail,ABC12,6,46.17,0.0078,medium
MERCH_02537,"Williams, Chapman and Tran",Unknown,17466,2,$67.54,0.0119,medium
MERCH_02538,"Anderson, Mccall and Clark",Other,3882,13,78.04,0.0232,low
MERCH_02539,Mendez Ltd,Unknown,11166,4,109.29,0.0017,low
MERCH_02540,Miller and Sons,Manufacturing,84991,3,$128.7,0.0159,unknown
MERCH_02541,"Clark, Thompson and Leon",Retail,43539,2,123.55,0.0021,medium
MERCH_02542,Gordon and Sons,Unknown,ABC12,16,$131.18,0.8141,high
MERCH_02543,"Gilbert, Porter and Conner",Services,95457,1 years,94.56,0.0026,low
MERCH_02544,Miller Ltd,Digital,75368EXTRA,4,$52.56,0.0223,low
MERCH_02545,Aguirre-White,Manufacturing,77673,7,67.76,0.0053,medium
MERCH_02546,Wheeler-Greer,Unknown,38947,8,88.71,Unknown,high
MERCH_02547,Ortega-Lee,Wholesale,29920EXTRA,0,62.52,0.0204,low
MERCH_02548,Chang-Henderson,Wholesale,75507,6,140.62,0.0028,low
MERCH_02549,Merritt-Henry,Retail,74903,2,$22.77,0.0282,high
MERCH_02550,"Levy, Snow and Nunez",Manufacturing,61393,1,73.88,0.0214,low
MERCH_02551,Griffith-Aguilar,Manufacturing,01924,6,466.67,1.45%,medium
MERCH_02552,DURAN PLC,Unknown,Unknown,3,6.03,0.0226,unknown
MERCH_02553,Holmes-Rodgers,Wholesale,Unknown,0,240.35,0.0214,medium
MERCH_02554,Villarreal PLC,Unknown,32957,Unknown,63.18,0.0145,low
MERCH_02555,"Schmidt, Chang and Dillon",Manufacturing,62247,1,31.92,0.0107,low
MERCH_02556,"Johnston, Howard and Harper",Digital,Unknown,0,36.04,0.0204,medium
MERCH_02557,"Foster, Hall and Young",Services,33502,3,140.15,0.0369,low
MERCH_02558,LYONS LLC,Digital,59636,5 years,$64.67,0.0079,low
MERCH_02559,Guerrero Group,Services,49738,12 years,21.02,0.0108,unknown
MERCH_02560,"Miller, Diaz and Johnson",Wholesale,26803,0,34.34,0.0136,low
MERCH_02561,Thompson and Sons,Services,30013,5,106.8,1.96%,medium
MERCH_02562,Thomas-Williams,Unknown,75563,4,39.79,0.0096,low
MERCH_02563,Gordon Inc,Manufacturing,16669,6,$43.51,0.0226,low
MERCH_02564,"Calhoun, Berg and Sherman",Retail,17268,Unknown,95.73,Unknown,medium
MERCH_02565,Supply-Partners,Wholesale,73230,1 years,65.82,0.0446,Unknown
MERCH_02566,PATTERSON-MARTIN,Digital,68086,Unknown,67.82,0.0394,low
MERCH_02567,"Benton, Hernandez and Adams",Wholesale,99188,0,16.88,0.0059,low
MERCH_02568,"Benitez, Watkins and Edwards",Retail,39322,2,20.17,Unknown,medium
MERCH_02569,Hansen-Sanders,Unknown,49826,18 years,$6.98,0.0091,low
MERCH_02570,Gomez Ltd,Manufacturing,95384,1,$10.98,0.0083,low
MERCH_02571,Webb Ltd,Services,Unknown,4,$31.8,0.0028,unknown
MERCH_02572,Trade-Co,Unknown,77152,4,158.78,0.28%,low
MERCH_02573,"Stanley, Bender and Poole",Unknown,57274,6,$369.22,0.0074,medium
MERCH_02574,LLOYD AND SONS,Digital,ABC12,0,64.5,0.0301,low
MERCH_02575,"Bird, Stevens and Mahoney",Digital,ABC12,Unknown,$91.1,2.8%,low
MERCH_02576,"Burnett, Cantu and Butler",Retail,7676,1,12.49,Unknown,medium
MERCH_02577,Trade-Co,Wholesale,71256,7,26.6,0.005,low
MERCH_02578,LOGAN LLC,Manufacturing,39112,2,Unknown,0.021,low
MERCH_02579,WARD LTD,Digital,18870,0,250.79,0.0118,low
MERCH_02580,"Wilcox, Rodriguez and Cole",Retail,ABC12,15,$38.08,0.0102,medium
MERCH_02581,"Thomas, Wu and Edwards",Wholesale,06519,5,151.2,0.0362,Unknown
MERCH_02582,Lopez-Collins,Wholesale,04709,1,53.88,0.0253,Unknown
MERCH_02583,Goods-LLC,Unknown,15828EXTRA,Unknown,200.93,0.0055,low
MERCH_02584,Reed-Miller,Unknown,37913,0,22.85,0.0139,low
MERCH_02585,"Harrison, Brennan and Bowman",Manufacturing,Unknown,5,16.88,0.0219,unknown
MERCH_02586,George-Williams,Retail,16704,4,820.14,0.0059,low
MERCH_02587,"Murphy, Daniels and Dominguez",Retail,43907,8,34.97,0.0302,low
MERCH_02588,Walter and Sons,Digital,98380,11,31.98,0.0528,low
MERCH_02589,Rodriguez-Vega,Services,42406,9,52.74,0.0313,low
MERCH_02590,"Smith, Campbell and Hensley",Services,16964,Unknown,60.65,0.61%,low
MERCH_02591,"Butler, Morgan and Webb",Unknown,ABC12,2,356.76,0.0425,low
MERCH_02592,Comp&ny Inc,Services,80903,5,29.96,0.026,low
MERCH_02593,TRADE-CO,Unknown,24923,Unknown,11.3,0.027,medium
MERCH_02594,Cohen Ltd,Retail,12517,6,465.32,0.0632,low
MERCH_02595,Biz-Corp,Retail,04992,1,470.49,0.0056,medium
MERCH_02596,Thompson-Thomas,Manufacturing,99831,1,47.92,0.9441,medium
MERCH_02597,Taylor-Velazquez,Services,5268,Unknown,152.46,0.0188,Unknown
MERCH_02598,Martin-Woods,Services,35199,1,9.04,0.45%,unknown
MERCH_02599,"Whitaker, Sullivan and Roberts",Retail,84095,3 years,33.21,0.0068,low
MERCH_02600,Cortez Inc,Digital,22052,0,286.0,0.0426,low
MERCH_02601,"WILLIAMS, ELLIS AND JONES",Other,15033,2,13.0,Unknown,low
MERCH_02602,REID-HARRIS,Unknown,85909,Unknown,108.36,0.0062,medium
MERCH_02603,Biz-Corp,Unknown,Unknown,0 years,40.22,0.0243,unknown
MERCH_02604,Walter Inc,Digital,95468EXTRA,9,333.03,Unknown,high
MERCH_02605,Cross Ltd,Retail,92202,5,247.86,0.036,low
MERCH_02606,Smith and Sons,Manufacturing,79496EXTRA,3,93.14,0.0043,unknown
MERCH_02607,Singleton-Mosley,Unknown,37811,2,$62.93,0.0399,low
MERCH_02608,BISHOP-DAVIS,Unknown,08640,21,$142.02,Unknown,medium
MERCH_02609,"Douglas, Lee and Erickson",Unknown,61453,0,$71.19,0.0317,medium
MERCH_02610,Owens-Caldwell,Manufacturing,56517,0,36.44,0.0178,low
MERCH_02611,Murray and Sons,Retail,49485,7,248.92,0.013,low
MERCH_02612,MITCHELL-BERRY,Retail,48475EXTRA,5,82.68,0.0161,high
MERCH_02613,Ford LLC,Wholesale,3919,1,27.4,0.0199,low
MERCH_02614,Short-Brown,Wholesale,16145,Unknown,$73.5,0.0207,low
MERCH_02615,GREEN AND SONS,Wholesale,6441,6,88.13,Unknown,low
MERCH_02616,Phillips and Sons,Manufacturing,ABC12,5,42.85,0.0111,low
MERCH_02617,Jones-Johnson,Unknown,85911,5 years,241.46,0.0102,low
MERCH_02618,"Anderson, Turner and Torres",Unknown,77847,7,200.18,0.0379,unknown
MERCH_02619,"Harris, Scott and Banks",Wholesale,1180,7,Unknown,0.019,low
MERCH_02620,Phillips-Hebert,Retail,41485,1,46.42,0.053,Unknown
MERCH_02621,"Bishop, Travis and Harvey",Wholesale,75161,5,$50.18,0.0084,medium
MERCH_02622,"Newman, Estrada and Collier",Unknown,80590,4,66.7,0.023,unknown
MERCH_02623,Burnett-King,Services,ABC12,0,$13.84,Unknown,low
MERCH_02624,"Wilcox, Nelson and Kelly",Digital,42025,1,5.35,0.0136,low
MERCH_02625,"Weiss, Roach and Cook",Manufacturing,ABC12,3,36.1,0.0109,low
MERCH_02626,Finley Group,Manufacturing,ABC12,0,39.22,0.0107,low
MERCH_02627,"Smith, Mann and Hubbard",Retail,74474,1,$181.68,0.0114,medium
MERCH_02628,Rivera and Sons,Digital,11086,25,40.33,Unknown,medium
MERCH_02629,Supply-Partners,Unknown,13089,30,263.48,0.0088,low
MERCH_02630,Reynolds and Sons,Services,7877,Unknown,131.99,0.0096,low
MERCH_02631,Peters-Marsh,Other,65029,1,265.37,1.98%,low
MERCH_02632,Goods-LLC,Wholesale,53432,0,8.3,Unknown,medium
MERCH_02633,Supply-Partners,Wholesale,ABC12,-4,1.85,0.0132,unknown
MERCH_02634,Trade-Co,Services,ABC12,Unknown,337.22,0.0447,low
MERCH_02635,"Heath, Ryan and Mcclain",Unknown,95834,24 years,38.56,0.0132,unknown
MERCH_02636,Nelson PLC,Unknown,17526,Unknown,10.8,0.0176,low
MERCH_02637,Comp&ny Inc,Digital,17049,0,322.14,0.0195,low
MERCH_02638,Biz-Corp,Unknown,16149,13,39.73,0.6705,medium
MERCH_02639,Johnson-Hill,Retail,31111,1,32.73,0.0523,low
MERCH_02640,Noble-Shelton,Manufacturing,Unknown,5,16.23,0.0209,low
MERCH_02641,Washington Ltd,Wholesale,4285,2,29.93,0.0283,low
MERCH_02642,"Campbell, Phillips and Payne",Manufacturing,9481,4,81.39,Unknown,medium
MERCH_02643,"Bauer, Murphy and Horton",Wholesale,71971,Unknown,Unknown,0.0135,low
MERCH_02644,Castillo Ltd,Unknown,21502,2,540.28,1.69%,low
MERCH_02645,"Carpenter, Mcfarland and Moran",Unknown,5528,2,31.47,0.019,medium
MERCH_02646,"Allen, Welch and Hall",Manufacturing,58053,19,$38.38,0.0287,high
MERCH_02647,Weber-Proctor,Manufacturing,90080,5,216.73,Unknown,medium
MERCH_02648,"Mcintosh, Chan and Swanson",Digital,Unknown,1,Unknown,0.0283,low
MERCH_02649,Brown-Smith,Services,31696,2,$10.42,0.0108,low
MERCH_02650,"Meyer, Bradford and Smith",Services,76047,1,$13.58,0.0265,medium
MERCH_02651,Howe Ltd,Retail,49959,5,23.52,0.0072,low
MERCH_02652,Miller-Williams,Unknown,70834,1,3.92,0.0169,low
MERCH_02653,DENNIS-PAGE,Unknown,67732,0,46.91,0.0186,high
MERCH_02654,Diaz Ltd,Manufacturing,9219,0,46.69,0.053,low
MERCH_02655,"Thompson, Adams and Young",Unknown,33572,4,98.46,0.0396,high
MERCH_02656,"Baker, Rush and Esparza",Unknown,67378,2,Unknown,0.0254,high
MERCH_02657,Lucas Ltd,Services,ABC12,1,-8.57,0.0189,Unknown
MERCH_02658,Armstrong Group,UNKNOWN,4642,6,$52.44,0.0114,low
MERCH_02659,COMP&NY INC,Unknown,33569,0,20.26,0.0535,low
MERCH_02660,Briggs and Sons,Unknown,68370,9,$50.77,0.6468,medium
MERCH_02661,"Dunlap, Wilson and Jones",Manufacturing,76220,5,38.56,0.0208,medium
MERCH_02662,Perry-Sandoval,Services,54627,Unknown,53.19,0.0263,medium
MERCH_02663,Farley LLC,Unknown,40041,12,21.54,Unknown,low
MERCH_02664,WEBB-MCINTYRE,Unknown,ABC12,-3,Unknown,0.0252,unknown
MERCH_02665,Haney and Sons,Digital,80083,1,$192.51,0.0086,low
MERCH_02666,"Sullivan, Ho and Waters",Digital,94122,10,Unknown,0.0313,low
MERCH_02667,Mejia LLC,Unknown,65481,0,254.4,0.0138,low
MERCH_02668,"Lawson, Rodriguez and Vargas",Unknown,3285,2,41.54,0.0365,low
MERCH_02669,Schwartz Group,Retail,84955,11,10.26,0.0163,high
MERCH_02670,"ROGERS, LEONARD AND JONES",Unknown,56330,1,72.58,0.0074,low
MERCH_02671,"Vaughn, Wade and Gregory",Manufacturing,76408,5,39.39,0.0035,low
MERCH_02672,SUPPLY-PARTNERS,Manufacturing,18241EXTRA,0 years,$40.1,0.012,medium
MERCH_02673,Supply-Partners,Wholesale,08094,5,64.88,0.0188,medium
MERCH_02674,Jordan-Marshall,Retail,9374,10,$24.66,0.028,unknown
MERCH_02675,Cooper-Shannon,Manufacturing,52989,18,12.32,0.0102,low
MERCH_02676,Sanchez-Lewis,UNKNOWN,98984,0,39.24,0.0024,low
MERCH_02677,Larson and Sons,Services,Unknown,0,73.1,0.0032,low
MERCH_02678,"Randall, Randall and Nicholson",Unknown,6879,7,558.42,0.0617,low
MERCH_02679,King Group,Retail,63174,11,92.6,0.0166,high
MERCH_02680,Black-Vincent,Unknown,17701,15,64.68,0.0416,low
MERCH_02681,Goods-LLC,Manufacturing,89278,2,12.94,0.014,low
MERCH_02682,Moran LLC,Wholesale,14045,0,Unknown,3.47%,medium
MERCH_02683,"Reed, Robinson and Johnson",Services,86478,1,Unknown,0.0254,low
MERCH_02684,Mendoza-Campbell,Unknown,7419,-3,13.84,Unknown,low
MERCH_02685,Hawkins-Watson,Unknown,5489,2,323.68,0.003,low
MERCH_02686,"Robertson, Weber and Lee",Wholesale,65786EXTRA,Unknown,$295.89,0.0154,low
MERCH_02687,"PARKS, SANTOS AND VANCE",UNKNOWN,63999,Unknown,333.04,0.0221,medium
MERCH_02688,Blackburn Ltd,Services,74918,-4,59.93,0.0144,medium
MERCH_02689,Daniels LLC,UNKNOWN,8608,-3,Unknown,0.0267,low
MERCH_02690,Stevens and Sons,Retail,92346,0,100.59,0.0514,low
MERCH_02691,Morton Group,Services,62634,2,61.61,0.0306,low
MERCH_02692,Hurley Inc,Retail,5197,1,64.2,0.0179,low
MERCH_02693,"Jones, Anderson and Jones",Retail,ABC12,0,Unknown,Unknown,low
MERCH_02694,Wood-Olsen,Retail,07611,Unknown,194.82,0.0184,low
MERCH_02695,VINCENT-JENKINS,Manufacturing,24749,4,-5.81,0.0389,low
MERCH_02696,Fisher-Davis,Wholesale,33320,2,117.05,0.1344,medium
MERCH_02697,Juarez-Garcia,Wholesale,ABC12,0,149.91,0.0469,unknown
MERCH_02698,"Booker, Watson and Villanueva",Unknown,54927,2,16.59,0.0091,low
MERCH_02699,Trade-Co,Retail,75362,5,27.62,0.0213,low
MERCH_02700,Biz-Corp,Wholesale,ABC12,0,$310.6,0.0341,low
MERCH_02701,Black-Rhodes,Services,34091,6,323.69,0.0119,low
MERCH_02702,"Crosby, Lane and Farrell",Retail,64815,1,189.41,0.0093,medium
MERCH_02703,English-Herrera,Unknown,ABC12,6,125.83,0.0344,low
MERCH_02704,Perry-Newman,Wholesale,80756,9,51.94,0.0343,low
MERCH_02705,Santos LLC,Manufacturing,50131,6,253.32,0.0099,low
MERCH_02706,Beck-Yang,Unknown,28652,5,$133.98,0.0428,medium
MERCH_02707,Nichols PLC,Digital,86307,9,166.23,0.0066,low
MERCH_02708,Watson PLC,Digital,29893,0,90.05,Unknown,low
MERCH_02709,Collier and Sons,Manufacturing,22722,0,26.66,0.0309,low
MERCH_02710,Supply-Partners,Unknown,38054EXTRA,7,29.56,0.0062,low
MERCH_02711,"Decker, Hernandez and Richardson",Manufacturing,02147,3,279.09,0.0148,medium
MERCH_02712,Phillips-Bell,Services,ABC12,2,54.03,Unknown,low
MERCH_02713,Soto-Patterson,Wholesale,11236,2,$42.95,0.0377,low
MERCH_02714,"Reynolds, Mcdonald and Murillo",Unknown,57777,11,$152.24,0.02,low
MERCH_02715,Cook-Suarez,Unknown,9193,2,56.82,0.0267,low
MERCH_02716,"Salazar, Durham and Lewis",Retail,57907,0,30.01,0.0199,low
MERCH_02717,Goods-LLC,Wholesale,ABC12,5,315.13,0.0578,low
MERCH_02718,"Wolfe, Hughes and Jenkins",Digital,63279,4 years,$63.31,0.0038,low
MERCH_02719,Wells-White,Retail,Unknown,1,$94.63,0.0083,low
MERCH_02720,"Cook, Walker and Stevens",Unknown,25146,0,12.91,0.0256,Unknown
MERCH_02721,Wagner-Hunt,Digital,ABC12,3,16.43,0.0407,low
MERCH_02722,BOWMAN-CARR,Unknown,73586,5,$485.59,Unknown,low
MERCH_02723,Goods-LLC,Unknown,20498,5,90.36,1.19%,low
MERCH_02724,"Brown, Wilson and Shaw",Unknown,7312,0,9.91,0.0112,unknown
MERCH_02725,Holmes Ltd,Wholesale,62007,7,162.11,0.0326,medium
MERCH_02726,Miller-Olson,Wholesale,14710,0,74.05,0.0236,medium
MERCH_02727,Jackson LLC,Digital,41811,8,21.62,0.0116,low
MERCH_02728,BIZ-CORP,Unknown,2434,29,Unknown,0.0307,low
MERCH_02729,Comp&ny Inc,Manufacturing,Unknown,7,$35.96,0.0099,medium
MERCH_02730,Biz-Corp,Retail,49886,6 years,$37.83,0.01,low
MERCH_02731,Scott-Guerra,Manufacturing,87463,0,12.45,0.0234,medium
MERCH_02732,Evans-Beasley,Unknown,56464,9,13.64,Unknown,medium
MERCH_02733,"Rollins, Lewis and Phillips",Services,79086,3,Unknown,Unknown,low
MERCH_02734,"Vasquez, Diaz and Salas",Retail,60737,6,$365.98,0.0132,low
MERCH_02735,"Gomez, Franklin and Fisher",Other,ABC12,0,94.63,0.0066,low
MERCH_02736,"Daniels, Franklin and Ortiz",Digital,16429,Unknown,279.35,0.0404,low
MERCH_02737,Knox-Clark,Wholesale,04127,8,Unknown,0.0596,low
MERCH_02738,Goods-LLC,Other,ABC12,2,-4.76,0.0136,medium
MERCH_02739,Comp&ny Inc,Services,83230,4,242.19,0.0168,low
MERCH_02740,Biz-Corp,Wholesale,73128,2,$7.72,0.0215,low
MERCH_02741,Sanchez-Morgan,Unknown,93911,0,30.99,0.0327,low
MERCH_02742,Williams-Donaldson,Unknown,21560,2,Unknown,0.012,low
MERCH_02743,Biz-Corp,Unknown,7661,7,Unknown,0.0315,low
MERCH_02744,Murray-Jones,UNKNOWN,05960,1 years,90.36,Unknown,low
MERCH_02745,Gregory-Rodriguez,Unknown,90917,0,6.19,0.007,low
MERCH_02746,Nelson-Conley,Unknown,ABC12,1,Unknown,Unknown,low
MERCH_02747,Brown-Chapman,Manufacturing,57186,2,$8.85,0.017,Unknown
MERCH_02748,"Mason, Day and Burnett",Digital,73888,0,18.97,0.0037,low
MERCH_02749,"Gonzalez, Martinez and Lam",Digital,ABC12,2,410.2,0.0036,high
MERCH_02750,"Poole, Rasmussen and Higgins",Wholesale,43485EXTRA,4,210.49,0.0273,Unknown
MERCH_02751,Brown-Reed,Other,45706,2,8.85,0.0098,low
MERCH_02752,Rich-Avila,Unknown,89961,2,154.27,0.0175,low
MERCH_02753,Morgan-Barker,Manufacturing,6909,1,19.68,Unknown,low
MERCH_02754,Comp&ny Inc,Unknown,71728,6,$26.76,0.0088,medium
MERCH_02755,Nicholson Ltd,Manufacturing,05497,0,83.78,0.0141,low
MERCH_02756,Byrd and Sons,Unknown,67124,7,-12.19,0.0363,low
MERCH_02757,"Sandoval, Graham and Pena",Unknown,26764,9,50.4,Unknown,low
MERCH_02758,Dawson Ltd,Unknown,50936,5,54.82,0.0259,medium
MERCH_02759,"JOHNS, MILLER AND BENTLEY",Unknown,17896,3,$278.37,0.0026,high
MERCH_02760,Melendez Group,Digital,03309,2,Unknown,0.0424,medium
MERCH_02761,Young Group,Manufacturing,69547,3,280.68,0.0304,low
MERCH_02762,Miller Inc,Unknown,10977,4,31.56,0.0318,low
MERCH_02763,Hudson Group,Digital,49856,0,$27.65,0.01,low
MERCH_02764,Huffman Inc,Unknown,94723,1,38.33,0.0118,low
MERCH_02765,Robles and Sons,Unknown,92680,-15,$82.5,3.58%,unknown
MERCH_02766,Johnson LLC,Manufacturing,40445,0,51.48,0.0262,low
MERCH_02767,Comp&ny Inc,Wholesale,48775,1,132.94,0.0129,low
MERCH_02768,DAVIS PLC,Retail,37439,6,12.85,0.0261,unknown
MERCH_02769,Supply-Partners,Retail,99666,5,76.86,0.0101,medium
MERCH_02770,Pratt LLC,Services,66533,0,113.29,0.0158,low
MERCH_02771,Goods-LLC,Unknown,60604,11,25.99,0.0144,medium
MERCH_02772,Biz-Corp,Digital,44142,5,255.13,0.0121,medium
MERCH_02773,Richardson-Coleman,Digital,37122,3,1.95,Unknown,low
MERCH_02774,Trade-Co,Retail,88619,0,Unknown,0.0019,low
MERCH_02775,"Perry, Webb and Williams",Services,8932,0,Unknown,0.0034,low
MERCH_02776,Munoz-Estrada,Digital,49797,6,193.77,0.0079,medium
MERCH_02777,"Perry, Taylor and Thomas",Unknown,64559,1,51.71,0.0374,low
MERCH_02778,Martinez and Sons,Wholesale,ABC12,14,27.93,0.0214,low
MERCH_02779,Owens-Martin,UNKNOWN,69081,7,968.79,0.0105,low
MERCH_02780,"Farley, Roach and Ballard",Wholesale,03168,1,4.11,0.0124,low
MERCH_02781,"Lee, Harmon and Blackburn",Unknown,24317,8,$125.5,0.0165,low
MERCH_02782,Peterson-Vasquez,Unknown,25584EXTRA,3,88.9,0.0319,low
MERCH_02783,Trade-Co,Retail,46778EXTRA,1,$30.73,0.015,low
MERCH_02784,Hall PLC,Retail,23748,12,34.82,0.0082,low
MERCH_02785,Miller-Rodriguez,Manufacturing,50492,10,4.19,0.007,low
MERCH_02786,"Wood, Benton and Crawford",Digital,5032,2,11.68,0.0145,low
MERCH_02787,Ward LLC,Manufacturing,78543,0,449.66,0.0209,medium
MERCH_02788,Green-Williams,Manufacturing,5554,0,28.71,2.06%,low
MERCH_02789,"Reed, Duffy and Thornton",Manufacturing,98137,-1,257.57,0.43%,low
MERCH_02790,Trade-Co,Unknown,96409EXTRA,0,36.31,0.0157,low
MERCH_02791,Hamilton-Mcclure,Retail,05596,1,447.93,Unknown,high
MERCH_02792,Smith Group,Retail,87417,5,-11.16,0.0287,low
MERCH_02793,Biz-Corp,Unknown,ABC12,16,$962.91,0.0178,low
MERCH_02794,Goods-LLC,Manufacturing,23991,3,$74.5,0.0438,low
MERCH_02795,"MORRISON, BEASLEY AND BROWN",Unknown,16296,8,$49.51,Unknown,low
MERCH_02796,Diaz LLC,Manufacturing,69681,1,8.36,0.0099,low
MERCH_02797,BANKS INC,Services,38562,3,$31.89,0.0041,Unknown
MERCH_02798,Rodriguez-Kelly,Services,34118,0,Unknown,0.0356,medium
MERCH_02799,Supply-Partners,Digital,00528,3,578.05,0.0061,low
MERCH_02800,Mitchell Inc,Wholesale,55020,0,Unknown,Unknown,low
MERCH_02801,Riddle-Hernandez,Unknown,70812,3,164.69,0.0186,low
MERCH_02802,Salinas and Sons,Manufacturing,21689,7,44.21,0.0235,low
MERCH_02803,Butler-Beard,Unknown,69699EXTRA,1,$21.96,0.0237,low
MERCH_02804,Biz-Corp,Wholesale,23342,1,44.89,0.0152,low
MERCH_02805,Jones Group,Unknown,85567,2,47.35,0.0131,low
MERCH_02806,Goods-LLC,Unknown,90347,9,41.35,0.0404,low
MERCH_02807,"Wilson, Wagner and Ingram",Services,27325EXTRA,3,$130.21,0.0136,medium
MERCH_02808,"Murphy, Brown and Vega",Manufacturing,05347,7,167.65,0.0193,medium
MERCH_02809,"BROWN, BOWMAN AND MASON",Manufacturing,Unknown,14,132.17,0.006,high
MERCH_02810,Biz-Corp,Wholesale,58625,1,55.42,0.0127,low
MERCH_02811,Hamilton-Holmes,Services,58581,3,11.84,0.0156,low
MERCH_02812,MARTINEZ LLC,Services,81913,2,$75.51,Unknown,low
MERCH_02813,Biz-Corp,Unknown,59395,7,Unknown,0.0138,low
MERCH_02814,Supply-Partners,Other,ABC12,2,$17.59,0.0206,low
MERCH_02815,Powers and Sons,Digital,93404,4,67.32,0.31%,low
MERCH_02816,Carter-Brown,Wholesale,1077,8,Unknown,0.0193,low
MERCH_02817,"Moon, Chase and Coleman",Digital,37509,2,46.54,0.0184,low
MERCH_02818,"Meyer, Williams and Kelley",Retail,49761,2,40.57,0.0303,low
MERCH_02819,Miller Inc,Services,79851,0,491.25,0.0169,low
MERCH_02820,Anderson-Callahan,Unknown,72435,3,-10.02,0.0101,low
MERCH_02821,"Payne, Pena and Miller",Services,34653,14,437.78,0.0169,low
MERCH_02822,Harrison-Wallace,Digital,42547,Unknown,6.29,0.0463,medium
MERCH_02823,Howard-Yates,Retail,12085,5,25.74,0.0038,low
MERCH_02824,Pierce and Sons,Manufacturing,83709,5,-11.82,0.0232,medium
MERCH_02825,"Patterson, Perkins and Lang",Unknown,91819EXTRA,4,7.54,0.0129,medium
MERCH_02826,Goods-LLC,Services,80165,3 years,$27.49,0.0158,medium
MERCH_02827,Tyler-Li,Unknown,21498,3,138.31,0.0088,low
MERCH_02828,"Stewart, Stewart and Norris",Services,ABC12,3,$49.85,0.0033,low
MERCH_02829,Comp&ny Inc,Unknown,42435,4,82.05,0.0093,medium
MERCH_02830,"Mayer, Owen and Baker",Manufacturing,ABC12,12,95.0,0.0312,high
MERCH_02831,Mcdonald-Martinez,Digital,32636,5,Unknown,0.0107,low
MERCH_02832,Comp&ny Inc,Unknown,78606,10,186.53,Unknown,low
MERCH_02833,Hood-Paul,Manufacturing,91474,2 years,25.76,Unknown,low
MERCH_02834,Lynn-Wright,Retail,59409,2 years,124.4,0.006,low
MERCH_02835,Gross-White,Other,ABC12,1,$113.19,0.0254,medium
MERCH_02836,Brewer Inc,Manufacturing,99428EXTRA,6,$191.62,0.0111,low
MERCH_02837,Vincent-Parker,Unknown,34728EXTRA,8,18.85,0.005,low
MERCH_02838,Molina-Parker,UNKNOWN,92390,3,173.42,0.0178,low
